title,full_text,generated
문수산 (울산),"문수산 남쪽에는 문수산의 이름의 기원이 된 문수사가 위치해 있으며, 신라 원성왕 시대에 연희국사가 건립한 고즈넉한 사찰로 전해진다.",1
문수산 (울산),문수산 8부 능선을 따라 테뫼식으로 축조된 문수산성은 삼국시대부터 조선시대까지 울산언양 지역을 방어하기 위해 지어졌을 것으로 추정된다.,1
해운대구 갑,"2016년 제15대 총선을 기점으로 신설되어, 그 이전에는 해운대구·기장군 갑과 을의 일부 지역을 포함했다.",1
해운대구 갑,"1988년 소선거구제로 전환되면서 해운대구는 개별 지역구로 독립했으나, 1996년 기장군과 통합되어 해운대구·기장군 지역구가 되었다.",1
해운대구 갑,"인구 증가에 따라 2016년 총선부터 해운대구·기장군 선거구가 개편되어 해운대구는 전역을 둘러싼 갑, 을 두 개의 선거구로 분리되었고, 기장군은 독립 선거구를 갖게 되었다.",1
제노바 공화국,"1100년 이전, 제노바는 신성 로마 제국 황제와 제노바 주교의 명목적 지배 아래, 주민총회에서 선출된 콘술들의 실질적인 권력으로 자치 독립 국가로서 등장하여, 베네치아, 피사, 아말피와 함께 해양 공화국으로 불리며 무역, 조선, 은행업을 통해 강력한 해군력을 갖추었다.",1
제노바 공화국,"제노바는 14세기 후반부터 15세기 초반까지 흑사병, 베네치아와의 전쟁, 외세의 간섭 등 다양한 외부 요인으로 인해 격동의 시기를 맞이하며 영토와 권력을 크게 잃었다.",1
제노바 공화국,"제노바는 안드레아 도리아의 노력으로 16세기 에스파니아 제국의 위성국이 되면서 경제적 부흥을 이끌었고, 이는 신대륙의 개발과 착취에 큰 영향을 미쳤다.",1
제노바 공화국,"16세기 제노바의 번영 시대에는 루벤스, 카라바조, 반 다이크와 같은 유명 예술가들이 모여들었고, 건축가 갈레아초 알레씨와 바르톨로메오 비안코는 웅장한 건축물을 많이 남겼습니다.",1
양호거사비,"양호거사비는 명나라의 흠차경리조선군무 양호를 기념하기 위해 세운 비로, 조선 중기의 전형적인 예시인 네모받침돌에 연꽃잎 무늬와 쌍룡을 새긴 형태를 갖고 있다.",1
양호거사비,"양호는 형개 총독에게 가토 기요마사를 먼저 격파하고, 그 뒤 고니시 유키나가를 순천에서 격파시키라는 명령을 받아 12월 8일 경주로 진격하여 22일 적진을 공격하고 1천여 명을 베고 23일 적 진지 두 곳을 함락시키며 가토를 쫓아내고, 궁지에 몰아 곧 적이 항복할 지경까지 이르게 했다.",1
양호거사비,"추위와 적의 부대가 임박하자, 그는 다시 경주로 물러서 군사를 휴식시키고 재기한 전략을 세우려 했지만, 하급 장교의 탄핵으로 1598년 여름 파직되어 본국으로 돌아갈 수밖에 없었다.",1
양호거사비,"양호의 죽음 이후 조선은 그를 기리기 위해 비를 세우고, 선조는 연경에 사신을 파견하여 초상을 구했다가 몇 년이 지나도 구하지 못하다가 마침내 광해군 2년(1610)에 초상을 얻어 생사에 봉안했다.",1
양호거사비,1599년 형개 제독을 기리는 선무사가 남대문 안쪽 태평관 서쪽에 건립되어 현재 서소문동 120번지에 위치했으나 일제강점기에 철거되었다.,1
허후 (1588년),"인조 반정 이후 북인으로서 처음으로 관직에 나온 인물 중 한 명으로, 그는 제1차 예송 논쟁에서 남인인 허목, 윤휴 등의 주장을 지지했습니다.",1
허후 (1588년),"은거 생활을 잠시 했으나 여러 번 왕의 부름을 받고 여러 관직을 역임하며,  정치적 논쟁에도 적극적으로 참여했다.",1
스자키역,스자키역은 효고현 니시노미야시에 있는 한신 전기철도의 역이다.,1
스자키역,"개통 초기에는 현재보다 남쪽 0.6km 지점에 위치해 가와니시 항공기 공장과 맞닿아 있었으며, 이는 현재 무코가와단치마 역 위치와 유사한 곳이다.",1
스자키역,"무코가와 역이 단치마에 연장되기 전에는 승강장이 선로 동쪽에 위치했고, 역 자체도 현재보다 남쪽으로 좀 더 떨어져 있었다.",1
