title,full_text,generated
선거일 (미국),"미국의 연방 공직자 선거는 짝수 해에 실시되며, 대통령은 4의 배수년에, 하원 의원은 모든 짝수 해에, 상원 의원은 매 짝수 해에 임기의 1/3을 선출한다.",1
선거일 (미국),"공직자 선거를 비용 효율성을 위해 연방 선거일에 함께 진행하며, 일부 주에서는 연방 선거가 없는 홀수 해에도 개최될 수 있다.",1
선거일 (미국),"선거일은 법적으로 정해져 있지만, 많은 주에서는 조기 투표를 허용하며, 오리건주와 워싱턴주는 각각 우편투표를 시행하는 방식을 택하고 있다.",1
선거일 (미국),"선거일을 법정휴일로 지정하는 주도 뉴욕, 뉴저지, 델라웨어, 몬태나, 오하이오, 웨스트버지니아, 하와이, 푸에르토리코가 있으며, 일부 주는 휴일은 아니더라도 노동자들이 투표 시간을 갖도록 보장하고 있습니다.",1
선거일 (미국),"일부 운동가들은 근무일이 선거일과 겹치지 않도록 선거일을 연방 공휴일로 지정하거나, 선거 기간을 연장하여 참여율을 높이기 위한 노력을 기울이고 있다.",1
팩소스 (컴퓨터 과학),Paxos는 신뢰성이 보장되지 않은 처리 장치 네트워크에서 구성원 또는 통신 채널에 장애가 발생해도 합의에 도달하도록 돕는 프로토콜입니다.,1
팩소스 (컴퓨터 과학),"합의 프로토콜은 레슬리 램포트가 제안하고 프레드 슈나이더가 검증한 분산 컴퓨팅 분야에서 상태 기계 접근법을 기반으로 하며, 이 접근법은 알고리즘을 장애 허용 분산 시스템에 적용하기 위한 기술입니다.",1
팩소스 (컴퓨터 과학),"팩소스 프로토콜은 1989년에 처음 공개되었고, 그리스 팩소스 섬에서의 가상 입법 합의 시스템을 모델로 삼아 이름이 붙었으며, 이후 1998년에 저널에 발표되었다.",1
팩소스 (컴퓨터 과학),"팩소스 프로토콜은 프로세서 수, 합의 값, 메시지 지연, 참여자 활동, 메시지 전송 횟수, 실패 유형 등을 고려하여 안정성을 보장하며, 비동기 네트워크에서도 진행을 방해하기 어려운 특징을 갖습니다.",1
팩소스 (컴퓨터 과학),"팩소스는 내구성이 중요한 작업(예: 파일 또는 데이터베이스 복제)에 사용되며, 일부 복제본이 응답하지 않더라도 진행을 시도하고, 실패한 복제본을 제거하거나 새로운 복제본을 추가하는 기능을 제공합니다.",1
