title,full_text,generated
순목황후,지린성 허룽시 룽하이촌 룽터우산 고분군에서 묘지명이 발굴되었다.,1
순목황후,"발해 간왕의 황후로, 성은 태씨였고, 817년부터 818년까지 1년간 재위하며 간왕 사후 12년을 더 살아 건흥 12년(830년) 7월 15일 무덤에 안장되었다.",1
순목황후,"간왕 이후 대야발의 후손 선왕이 즉위하여 간왕의 직계 후손이 끊겼으므로, 간왕과의 사이에서 왕자를 두지 않았을 가능성이 높다.",1
순목황후,"2004년 또는 2005년, 중국 지린성 연변 조선족 자치주와 허룽시에 위치한 룽터우산 고분군에서 문왕의 부인 효의황후와 간왕의 부인 순목황후의 무덤이 발굴되었다.",1
순목황후,"순목황후의 무덤은 대형 돌방무덤으로, 고분군 M3에 속하며, 9행 141자의 비문이 새겨져 있는데, 중국 당국은 그 전문을 아직까지 공개하지 않고 있다.",1
컴튼-벨코비치 토륨 이상,"컴튼-벨코비치 토륨 이상은 달의 뒷면에 위치한 열점으로, 1998년 감마선 분광기 관측을 통해 토륨이 풍부하다는 점이 확인되었으며, 달의 뒷면에 대한 연구 부족으로 인해 10억 년 전까지 형성되었을 가능성도 제기된다.",1
컴튼-벨코비치 토륨 이상,"컴튼-벨코비치 토륨 이상은 1998년 루나 프로스펙터의 감마선 분광기로 밝혀진 지구와 다른 극도로 높은 토륨 밀집도를 가진 열점으로, 2011년 클레멘타인 탐사선과 달 정찰 인공위성의 관측을 통해 표면 지형이 상세히 연구되었다.",1
컴튼-벨코비치 토륨 이상,컴튼-벨코비치 토륨 이상은 162km와 214km 지름의 컴튼과 벨코비치 충돌구 사이에 자리 잡고 있다.,1
컴튼-벨코비치 토륨 이상,중앙 지역은 컴튼 충돌구와 벨코비치 충돌구 사이 25~35km에 걸쳐 복합 화산을 형성하고 있다.,1
컴튼-벨코비치 토륨 이상,"고원은 움푹 패인 저지대와 절벽으로 둘러싸여 칼데라 형태일 가능성이 높으며, 북쪽으로 갈수록 작은 돔, 중간 돔, 큰 돔이라는 규모가 점차 커지는 돔 지형들이 나타난다.",1
컴튼-벨코비치 토륨 이상,"반사율이 높은 물질이 화산쇄설류로 인해 고지대부터 남동쪽으로 7km에 걸쳐 분포하며, 특히 7.1~7.5μm 대역에서도 반사율이 높아 석영이나 알칼리 장석이 주로 존재할 가능성이 제기된다.",1
컴튼-벨코비치 토륨 이상,"화산의 형태, 특히 컴튼-벨코비치 토륨 이상의 25도의 급격한 경사는 점성이 높은 용암이 분출되었음을 시사한다.",1
컴튼-벨코비치 토륨 이상,"클레멘타인 탐사선의 적외선 분광 분석 결과, 산화철 함량은 질량 기준 3%로 측정되었다.",1
