title,full_text,generated
카호올라웨섬,"카호올라웨섬은 하와이 제도의 8개 화산섬 중 가장 작고 무인의 섬으로, 면적은 115.5km2, 높이는 452m이며, 길이는 18km, 너비는 10km에 불과하다.",1
카호올라웨섬,"마우이섬에서 남서쪽으로 11km 떨어진 라나이섬 남동쪽에 위치한 이 섬은 북동쪽 무역풍으로 인해 산악 지대의 비를 받지 못해 건조한 기후를 자랑하며, 마우이섬 화산의 비그늘 아래에 놓여 있어 면적의 1/4 이상이 부식되었다.",1
카호올라웨섬,"1000년경부터 사람들이 거주하면서 해안에는 어촌이 생겨났고, 섬 내부에는 돌 제단과 암석 그림 등 종교적 흔적들이 발견되지만, 18세기에는 무인도로 여겨졌다는 기록이 있다.",1
카호올라웨섬,"19세기 초 하와이 왕국에서는 카호올라웨섬이 1830년대에는 남자 죄수들의 유형지로, 1858년에는 목장 사업가들에게 양도되었지만, 가뭄과 과도한 방목, 강한 무역풍으로 인해 황폐해졌다.",1
카호올라웨섬,"1910년부터 1918년까지 하와이 준주가 천연보호구역 지정으로 섬의 자연환경을 되살리려 했지만, 목표를 달성하지 못했다.",1
카호올라웨섬,"진주만 공격 이후 카호올라웨섬은 미군 훈련소로 사용되었고, 1981년 3월 18일에는 미국 국립사적지로 지정되었다.",1
청색거성,"청색거성은 광도 분류에서 III형 또는 II형으로 분류되는 뜨거운 별로, 표준 헤르츠스프룽-러셀 도표에서 주계열의 위쪽에 위치한다.",1
청색거성,"다양한 진화 단계에 있는 여러 별에 적용되는 용어인 청색거성은 주계열에서 기원했지만, 특정한 유형보다는 HR 도표의 특정 영역에 위치한 별을 나타내며, 짧은 수명과 희귀성 때문에 적색거성보다 드물게 관찰된다.",1
청색거성,청색거성이라는 용어는 때로는 밝고 무거운 다른 별들과 혼동되어 잘못 사용됩니다.,1
청색거성,"청색거성은 정의가 명확하지 않아 다양한 종류의 별에 적용되지만, 태양보다 질량이 두 배 이상 크고 표면 온도가 1만 K 이상이며, 분광형이 O형, B형, 또는 A형 초반인 점을 공유하며, 밝기와 크기가 주계열성보다 약간 크다.",1
청색거성,"중간 질량의 별은 핵에서 헬륨을 연소하는 수평가지에 위치하며, 질량과 화학적 조성에 따라 청색에서 적색으로 이동하며, 헬륨 고갈 후에는 점근거성가지로 진화한다.",1
청색거성,"거성의 정의는 명확하지 않아, 특히 O형 초반 주계열성과 크기와 온도가 유사한 초거성을 구분하는 데 어려움을 겪고 있다.",1
청색거성,HR도표에서 청색거성 영역에 위치한 별들은 모두 중심핵의 수소 연료를 거의 다 써버린 후주계열성이다.,1
청색거성,"별의 질량에 따라 수명이 다르게 진행되며, 팽창과 냉각을 거치면서 다양한 단계를 거쳐 마지막으로 적색거성, 적색초거성 등으로 변화한다.",1
청색거성,"BHB 별은 아직 수소를 태우지만, 적당한 질량으로 헬륨 연소 단계를 거치고 이 과정에서 온도와 밝기가 변화하며, 주로 고령 성단의 특정 영역에서 관찰됩니다.",1
청색거성,"다른 종류의 진화된 뜨거운 별로는 울프-레이에 별, 후-AGB 별, 청색낙오성, 청색초거성 등이 있다.",1
청색거성,"수조 년 후, 태양과 같은 별이 수소를 다 써버리면 적색왜성이 되는데, 이들은 핵융합을 멈추고 헬륨을 응축하면서 백색왜성으로 변하기까지 온도와 밝기가 점진적으로 증가할 것이다.",1
엘자스-로트링겐 평의회 공화국,1차 세계 대전 종전 직전 엘자스-로트링겐 지역에서 짧게 존재했던 평의회 공화국이다.,1
엘자스-로트링겐 평의회 공화국,"1918년 초부터 엘자스-로트링겐 출신 병사들의 불만은 고조되어, 5월 12일 베베를로 기지에서 알자스인 병사들이 반란을 일으키는 사태로 이어졌다.",1
엘자스-로트링겐 평의회 공화국,"1918년 10월, 독일 킬 군항에서 해군 수병들의 항명이 발발하면서 시작된 반란이 노동자들과 연합하여 전국으로 번져 군주정을 붕괴시켰고, 이에 엘자스와 로트링겐 출신 해군 병사 15,000명이 고향에서도 혁명을 일으키는 데 주도적 역할을 했다.",1
엘자스-로트링겐 평의회 공화국,"11월 8일 바이에른에서 평의회 공화국이 선포되자, 수천 명의 시위자들이 슈트라스부르크의 클레베르 광장을 행진하며, 엘자스-로트링겐 전역으로 혁명이 확산되어 여러 도시에 평의회가 건립되었습니다.",1
엘자스-로트링겐 평의회 공화국,수병들이 도시 행정을 장악하고 노동자-병사 평의회를 구성하며 급진적인 변화를 일으켰다.,1
엘자스-로트링겐 평의회 공화국,"1870년 11월 22일, 프랑스군이 슈트라스부르크를 점령하며 엘자스-로트링겐을 합병하고 프랑스 제3공화국에 편입시켰다.",1
윌리엄 페니 브룩스,"윌리엄 페니 브룩스는 잉글랜드 출신의 교육자로, 웬록 올림픽의 창시자이며, 그의 노력은 피에르 드 쿠베르탱을 만나게 되어 결국 국제 올림픽 위원회(IOC) 설립과 1896년 아테네 하계 올림픽 개최로 이어졌다.",1
