title,full_text,generated
수난곡,"사복음서에 기록된 예수의 수난은 마태오, 마르코, 루카, 요한 각 복음서에 담겨 있으며, 이를 바탕으로 각각 '마태오 수난곡', '마르코 수난곡', '루카 수난곡', '요한 수난곡'이라는 네 가지 작품이 탄생했습니다.",1
엔가루역,"홋카이도 세키호쿠 본선의 지상역인 엔가루 역은 홋카이도 몬베쓰 군 엔가루정에 위치하며, A50번을 가진 2면 4선의 복합 승강장을 갖고 있습니다.",1
엔가루역,"대부분의 열차는 1번 승강장을 사용하지만, 상행 보통 열차는 2번, 일부 하행 보통 열차는 3번 승강장을 이용합니다.",1
엔가루역,"역의 영업 시간은 오전 5시 30분부터 오후 10시까지이며, 녹색 창구는 오전 7시 35분부터 오후 7시 50분까지 운영되며, 메밀 국수와 우동을 판매하는 가게도 함께 있으며, 아침과 야간에는 무인 운영이 되지만 수송 직원은 하루 종일 배치됩니다.",1
피성년후견인,"법적 무능력 상태에 있는 사람은 심신의 문제로 인해 법원의 판결을 받아 금치산 선고를 받고, 이는 후견인을 통해 재산을 관리하며, 원인이 사라지면 취소될 수 있습니다.",1
문화 동화,"문화 동화는 한 민족이 다른 민족의 문화를 수용하는 과정으로, 역사적으로 흔히 발생했으며, 일본에서는 동화 정책으로 불리기도 한다.",1
문화 동화,일제강점기 동안 우리나라는 일본의 식민지 지배와 문화 침략에 힘겨운 시련을 겪었습니다.,1
문화 동화,"일제강점기 재일 조선인 사회는 민족 운동 단체와 일제의 동화 정책을 추진하는 단체들로 이루어져 있었으며, 상애회와 협화회가 대표적인 예시입니다.",1
문화 동화,해방 이후 일본 정부는 재일 한인들의 정체성 침식과 일본 사회로의 동화를 강요하는 다양한 정책을 추진했습니다.,1
문화 동화,"식민지 시대의 동화 정책은 해방 이후에도 재일 한인들의 삶에 깊은 상처를 남겨, 일본명 사용을 통해 암묵적인 차별과 억압 속에서 살아가게 만들었다.",1
